user_id,id,title,title_nlp,title_lang,abstract_text,abstract_text_nlp,abstract_text_lang,no_coauthors,publication_type,d_oi,w_os,keywords,keywords_nlp,keywords_lang,authors,authors_nlp,local_keywords,abstract_lang
69156,139068,"Cohesion Network Analysis: Customized Curriculum Management in Moodle","cohesion network analysis customize curriculum management moodle",en,"Learning Management Systems frequently act as platforms for online content which is usually structured hierarchically into modules and lessons to ease navigation. However, the volume of information may be overwhelming, or only part of the lessons may be relevant for an individual; thus, the need for customized curricula emerges. We introduce a Moodle plugin developed to help learners customize their curriculum to best fit their learning needs by relying on specific filtering criteria and semantic relatedness. For this experiment, a Moodle instance was created for doctors working in the field of nutrition in early life. The platform includes 78 lessons tackling a wide variety of topics, organized into five modules. Our plugin enables users to specify basic filtering criteria, including their field of expertise, topics of interest from a predefined taxonomy, or expected themes (e.g., background knowledge, practice & counselling, or guidelines) for a preliminary pre-screening of lessons. In addition, learners can also provide a description in natural language of their learning interests. This text is compared with each lesson’s description using Cohesion Network Analysis, and lessons are selected above an experimentally set threshold. Our approach also takes into account prior knowledge requirements, and may suggest lessons for further reading. Overall, the plugin covers the management of the entire course lifecycle, namely: a) creating a customized curriculum; b) tracking the progress of completed lessons; c) generating completion certificates with corresponding CME points.","learn management system frequently act platform online content be usually structure hierarchically module lesson ease navigation however volume information be overwhelm only part lesson be relevant individual thus need customized curriculum emerge introduce moodle plugin develop help learner customize curriculum best fit learning need rely specific filter criterion semantic relatedness experiment moodle instance be create doctor work field nutrition early life platform include lesson tackle wide variety topic organize module plugin enable user specify basic filter criterion include field expertise topic interest predefined taxonomy expect theme e g background knowledge practice counsel guideline preliminary pre screening lesson addition learner also provide description natural language learning interest text be compare lesson s description use cohesion network analysis lesson be select experimentally set threshold approach also take account prior knowledge requirement suggest lesson further reading plugin cover management entire course lifecycle namely create customized curriculum b track progress complete lesson c generate completion certificate correspond cme point",en,9,proceedings-article,10.1109/SYNASC51798.2020.00037,000674702000026,"Curriculum Customization, Learning Management System, Cohesion Network Analysis","curriculum customization learn management system cohesion network analysis",en,"Gabriel, Gutu-Robu; Darius, Mihai; Mihai, Dascalu; Mihai, Carabas; Stefan, Trausan-Matu; Sunhea, Choi; Keith M., Godfrey; Brigitte Angela, Brands; Berthold, Koletzko",NULL,"lesson,cohesion network analysis,pre screening of lesson in addition learner,preliminary pre screening of lesson in addition,field of expertise topic of interest,field of nutrition in early life,management,curriculum,pre screening,platform for online content,wide variety of topic,curriculum management in moodle,need for customized curriculum,description in natural language,lesson for further reading,g background knowledge practice,pre,screening,module,plugin,criterion,knowledge,volume of information,entire course lifecycle,customized curriculum b,lesson s description,field,pre screening of lesson,topic,management system,moodle plugin,learning need,learning interest,knowledge requirement,completion certificate,cme point,only part,customized curriculum,semantic relatedness,moodle instance,predefined taxonomy,preliminary pre,platform,background,interest,description,lesson in addition,moodle,addition,background knowledge,navigation,need,learner,learning,experiment,doctor,life,user,expertise,theme,guideline,text,cohesion,network,approach,account,progress,field of expertise,preliminary pre screening",en
69156,140237,"Designing an ontology for knowledge-based processing in romanian university libraries","design ontology knowledge base processing romanian university library",en,"The analysis of ontologies' role in knowledge processing has both theoretical and pragmatic foundations, taking into account that ontologies are a core component of knowledge representation within the semantic web. The main objective of the Lib2Life ontology is the design of a semantic indexing and search system for digitized documents shared by the Romanian central university libraries. This project has a high degree of innovation considering the fact that, at national scale, there is no dedicated platform that aggregates the joint collection of digitized documents. Thus, our aim is to identify a suitable data model to corresponding map topics and improve content discovery in a digital university library. The methodology for ontology design includes:(a) ontology purpose setup;(b) conceptualization of the subject domains;(c) formalization;(d) implementation;(e) evaluation and maintenance. The conceptualization …","analysis ontology role knowledge processing have theoretical pragmatic foundation take account ontology be core component knowledge representation semantic web main objective lib2life ontology be design semantic indexing search system digitized document share romanian central university libraries project have high degree innovation consider fact national scale be dedicated platform aggregate joint collection digitized document thus aim be identify suitable data model correspond map topic improve content discovery digital university library methodology ontology design include ontology purpose setup b conceptualization subject domains c formalization d implementation evaluation maintenance conceptualization",en,5,proceedings-article,10.12753/2066-026X-19-015,NULL,"Knowledge representation,Ontology design,RDF/OWL,Semantic web","knowledge representation ontology design rdf owl semantic web",en,"Gutu-Robu, Gabriel; Ruseti, Stefan; Tomescu, Silvia Adriana; Dascalu, Mihai; Trausan-Matu, Stefan",NULL,"ontology,university,knowledge,analysis of ontology role in knowledge processing,core component of knowledge representation,processing in romanian university library,search system for digitized document,joint collection of digitized document,ontology purpose setup b conceptualization,digitized document,setup,methodology for ontology design,high degree of innovation,c formalization d implementation,setup b,purpose setup,document,conceptualization,analysis of ontology,account that ontology,ontology for knowledge,suitable data model,romanian central university,liblife ontology,content discovery,pragmatic foundation,semantic web,main objective,semantic indexing,national scale,dedicated platform,map topic,digital university,analysis,component,formalization,processing,component of knowledge,purpose setup b,role,analysis of ontology role,formalization d,design,project,fact,aim,subject,evaluation,maintenance,library,role in knowledge,setup b conceptualization,ontology purpose setup",en
802,140678,"The separation of heterogeneous mixtures. VII. Electrostatic sedimentation: Dimensioning and simulation algorithms","separation heterogeneous mixture vii electrostatic sedimentation dimensioning simulation algorithm",en,"The result of a phenomenological model for the electrostatic precipitation is presented. Based on this model, an algorithm is developed for the geometry design of electrical filters starting from technological requirements or for the performance evaluation of constructive and aparature data. The included numerical results strongly recommend this algorithm in the analysis and design of electrostatic filters.","result phenomenological model electrostatic precipitation be present base model algorithm be develop geometry design electrical filter start technological requirement performance evaluation constructive aparature data included numerical result strongly recommend algorithm analysis design electrostatic filter",en,1,journal-article,NULL,000183329300011,"electrical separation (precipitation), electrical filtres, dimensioning, simulation","electrical separation precipitation electrical filtres dimension simulation",en,"TD, Danciu",NULL,"geometry design of electrical filter,design of electrostatic filter,separation of heterogeneous mixture,algorithm,electrostatic sedimentation dimensioning,included numerical result,filter,performance evaluation,aparature data,simulation algorithm,phenomenological model,electrostatic precipitation,technological requirement,result,design,model,analysis",en
802,140682,"The separation of heteregenous mixtures. VI. The electrostatic separation: the mathematical modelling of the process","separation heteregenous mixture vi electrostatic separation mathematical modelling process",en,"All elementary steps of the electrostatic sedimentation process in a space with cylindrical symmetry for ascending flow of heterogeneous mixtures s, l/g are quantitatively inspected. Equations from domain literature are commented and transcribed in the rationalized MKSA system.","elementary step electrostatic sedimentation process space cylindrical symmetry ascend flow heterogeneous mixture s l g be quantitatively inspected equation domain literature be comment transcribe rationalize mksa system",en,2,journal-article,NULL,000181769700007,"electrostatic separation, electric filtres, quasi/cylindrical geometries, modelling","electrostatic separation electric filtres quasi cylindrical geometry model",en,"TD, Danciu; E, Danciu",NULL,"inspected equation from domain literature,space with cylindrical symmetry,flow of heterogeneous mixture,separation of heteregenous mixture,electrostatic sedimentation process,mksa system,elementary step,l g,electrostatic separation,mathematical modelling,process,mixture,equation,equation from domain,domain,separation",en
802,140683,"The separation of heterogeneous mixtures: V. The electrostatic sedimentation: Description, processes and device geometries","separation heterogeneous mixture v electrostatic sedimentation description process device geometry",en,"The separation process of high dispersed heterogeneous mixtures s, 1 / g. in strong non-uniform electric field is described. Frequently used procedures for retention of condensed phases from industrial gases in processing industries, for air-conditioning and purification, and also for ecological purposes are listed. The opportunity of applying depends on advantages (or disadvantages) of using electrical filters. Some quasi-cylindrical geometries are proposed for electrostatic. filters with plates. These geometries allow both high efficient separation and an easier modeling of the process of gas flowing along vertical ionization electrodes.","separation process high disperse heterogeneous mixture s g strong non uniform electric field be describe frequently used procedure retention condensed phase industrial gas process industry air conditioning purification also ecological purpose be list opportunity apply depends advantage disadvantage use electrical filter quasi cylindrical geometry be propose electrostatic filter plate geometry allow high efficient separation easy modeling process gas flow along vertical ionization electrode",en,2,journal-article,NULL,000181769600011,"electrostatic separation, electric filtres, quasi-cylindrical geometries","electrostatic separation electric filtres quasi cylindrical geometry",en,"TD, Danciu; E, Danciu",NULL,"used procedure for retention of condensed phase,retention of condensed phase from industrial gas,industry for air conditioning,electrostatic filter with plate,g in strong non,separation of heterogeneous mixture,electrostatic sedimentation description process,non uniform electric field,separation,process,geometry,depends on advantage,process of gas,high efficient separation,vertical ionization electrode,gas,phase,separation process,device geometry,heterogeneous mixture,condensed phase,ecological purpose,electrical filter,cylindrical geometry,easy modeling,filter,procedure,sedimentation,procedure for retention,retention,description,sedimentation description,mixture,field,purification,opportunity,disadvantage",en
698,140970,"THE INFLUENCE OF THE THERMOMECHANICAL TREATMENT ON THE PROPERTIES OF STEEL PLATES FOR WELDED COSTRUCTIONS","influence thermomechanical treatment property steel plate welded costructions",en,"The paper presents the results of the researches regarding the structural and mechanical characteristics modifications of micro alloyed steel for pipelines, by thermomechanical processing (TMCP). The results of the laboratory experiments illustrated the importance of the technological parameters: the temperature, the deformation degree and post deformation maintaining time on the structure and mechanical characteristics of steel with a certain chemical composition.","paper present result research regard structural mechanical characteristic modification micro alloy steel pipeline thermomechanical processing tmcp result laboratory experiment illustrate importance technological parameter temperature deformation degree post deformation maintain time structure mechanical characteristic steel certain chemical composition",en,4,journal-article,NULL,000265001700042,"thermomechanical treatment; micro alloyed steel; mechanical characteristics","thermomechanical treatment micro alloy steel mechanical characteristic",en,"E., Vasilescu; A., Doniga; A., Ivanescu; V. O., Rindasu",NULL,"property of steel plate for welded costructions,steel for pipeline by thermomechanical processing,steel,mechanical characteristic modification of micro,mechanical characteristic of steel,characteristic,mechanical characteristic,result,certain chemical composition,laboratory experiment,deformation degree,post deformation,technological parameter,thermomechanical treatment,welded costructions,costructions,modification,plate for welded costructions,characteristic modification,paper,research,processing,importance,temperature,deformation,time,structure,influence,property,plate,property of steel",en
916,141195,"Pumping systems life-time analysis effects on maintenance and energy consumption mitigation effect","pump system life time analysis effect maintenance energy consumption mitigation effect",en,"Energy efficiency is an important way for energy consumption and greenhouse gases (GHGs) emission mitigation. The present approach in energy policy is the life-cycle costs analyses, followed by reliable solutions for any level of the cycle, in order to reduce mainly energy consumption, which represents about 30% to 60% or more of the total costs emphasis by the life-cycle analysis. There are presented analysis results and reliable general costs reduction methods and especially energy consumption mitigation methods applied in different phases of pumping systems realization.","energy efficiency be important way energy consumption greenhouse gas ghgs emission mitigation present approach energy policy be life cycle cost analysis follow reliable solution level cycle order reduce mainly energy consumption represent more total cost emphasis life cycle analysis be present analysis result reliable general cost reduction method especially energy consumption mitigation method apply different phase pump system realization",en,5,proceedings-article,NULL,000265673500008,"Pumps; Energy efficiency; Life-cycle analysis; Energy consumption mitigation; Costs mitigation","pump energy efficiency life cycle analysis energy consumption mitigation cost mitigation",en,"Mircea, Grigoriu; Stefan Petru, Funar; Dan, Cavaropol; Doina Cornelia, Dinu; Viorel, Panaitescu",NULL,"energy,consumption,energy consumption,analysis,life,cost,important way for energy consumption,present approach in energy policy,system life time analysis effect,reliable general cost reduction method,mitigation,analysis effect on maintenance,energy consumption mitigation method,energy consumption mitigation effect,cost reduction,general cost,system,cycle,reduction,cycle in order,life cycle analysis,energy consumption mitigation,total cost emphasis,method,energy efficiency,greenhouse gas,emission mitigation,life cycle,analysis result,system realization,system life,reliable solution,different phase,way,approach,effect,way for energy,approach in energy,general cost reduction,time,level,cost reduction method,system life time,reliable general cost",en
854,141560,"Experimental Stand Controlled by Web Interface for Data Acquisition in Punching Process","experimental stand control web interface data acquisition punch process",en,"<jats:p>Virtual Instrumentation is the realization of instrumentation, analysis and data processing using a computer. The control of experiments through the web interface provides greater flexibility to the measurement, greater control over results and not least a better processing of the obtained data. There has been made virtual laboratories controlled by web interface for various specialties, but have not been made for the punching process.</jats:p>","jat p virtual instrumentation be realization instrumentation analysis data processing use computer control experiment web interface provide great flexibility measurement great control result not least good processing obtain data there have be make virtual laboratory control web interface various specialty have not be make punching process jat p",en,4,journal-article,10.4028/www.scientific.net/aef.13.172,NULL,virtual;data;made;jats;control;interface;web;processing;instrumentation;greater,"virtual data make jat control interface web processing instrumentation great",en,"Stelian, Utuleanu; Aurelian, Vlase; Gheorghe, Sindila; Nicolae, Capatana",NULL,"web interface,interface,web interface for data acquisition,measurement great control over result,web interface for various specialty,data,realization of instrumentation analysis,control,control of experiment,data processing,punching process,virtual instrumentation,great flexibility,good processing,virtual laboratory,experimental stand,web,instrumentation,great control,processing,computer,result,specialty,process,control over result",en
69156,144066,"The Lib2Life Platform – Processing, Indexing and Semantic Search for Old Romanian Documents","lib2life platform processing indexing semantic search old romanian document",en,,,NULL,7,proceedings-article,10.37789/rochi.2020.1.1.3,,,,NULL,"Irina, Mitocaru; Gabriel, Gutu-Robu; Melania, Nitu; Mihai, Dascalu; Stefan, Trausan-Matu; Silvia, Tomescu; Gabriela, Florescu",NULL,NULL,NULL
367,144556,"ASSESSEMENT OF SOIL QUALITY THROUGH PHYSICAL AND CHEMICAL ANALYSES","assessement soil quality physical chemical analysis",en,"This paper presents the results of the soil quality collected in Romania, Dombovita district. Soil analyses were performed for 7 soil samples, used for rapeseed and wheat crops, and 2 soil samples from an arid area. Since the physical and chemical properties influence the crop yield, for all soil samples the following analyses were determined: pH, conductivity, and quantity of elements, including nutrients. In this context, the results show an acidic capacity of soil (pH between 4.74-7.03), low values of electrical conductivity (EC) (159-608) as a measure of the salinity of soil and a significant concentration of Fe, Ca, K, Mg, Na and Zn.","paper present result soil quality collect romania dombovita district soil analysis be perform soil sample use rapeseed wheat crop soil sample arid area physical chemical property influence crop yield soil sample following analysis be determine ph conductivity quantity element include nutrient context result show acidic capacity soil ph low value electrical conductivity ec measure salinity soil significant concentration fe k mg na zn",en,7,journal-article,,000627764100023,"quality; soil; electroconductivity; XRF analysis","quality soil electroconductivity xrf analysis",en,"Claudia Ionela, Tarcea; Daniela Ioana, Stefan; Andreea, Turcanu; Ecaterina, Matei; Andra, Predescu; George, Coman; Cristian, Predescu",NULL,"soil,soil sample,capacity of soil ph between low value,ph between low value of electrical conductivity,low value of electrical conductivity ec,conductivity,acidic capacity of soil ph,romania dombovita district soil analysis,assessement of soil quality,significant concentration of fe,result,analysis,quantity of element,salinity of soil,value,romania dombovita,wheat crop,crop yield,conductivity ec,mg na,arid area,chemical property,following analysis,low value,electrical conductivity,chemical analysis,quality,romania,dombovita,capacity,ec,capacity of soil,district,paper,rapeseed,crop,nutrient,context,ph,measure,zn,romania dombovita district,electrical conductivity ec",en
916,144558,"ISO 9001 AND IWA 2 STANDARDS, ACTIVE INSTRUMENTS IN IMPROVING THE RELATIONSHIP BETWEEN HIGHER EDUCATION CURRICULA AND THE LABOUR MARKET","iso iwa standard active instrument improve relationship high education curriculum labour market",en,"This paper shows how two quality standards (ISO 9001 and IWA 2) could improve the quality of University Curricula (in master and post graduate programmes). The implementation of these two standards within Engineering and Management of Technological Systems (IMST) assisted us in updating the learning methods and training competitive specialists for The Labour Market. This approach involves both professors and students in educational process.","paper show quality standard iso iwa improve quality university curriculum master post graduate program implementation standard engineering management technological system imst assist update learning method train competitive specialist labour market approach involve professor student educational process",en,3,proceedings-article,NULL,000288291700020,"quality learning services, stakeholders, interested parties, client satisfaction, students, employers","quality learning service stakeholder interested party client satisfaction student employer",en,"Madalina-Silvia, Ignatov; Petru Stefan, Funar; Marilena, Gheorghe",NULL,"labour market,quality of university curriculum in master,relationship between high education curriculum,standard,management of technological system,student in educational process,iwa standard active instrument,standard within engineering,quality standard iso,curriculum,quality,post graduate,learning method,competitive specialist,iwa,education,high education,paper,iso,university,implementation,approach,professor,instrument,quality of university",en
69156,144697,"On the evaluation of some nonlinear parameters of Er3+: Ti : LiNbO3 waveguides from interferometric and near field measurements","evaluation nonlinear parameter er3 ti linbo3 waveguide interferometric near field measurement",en,"Based on some experimental measurements performed on Er3+-doped Ti:LiNbO3 optical waveguides, this paper presents some results concerning the evaluation of some nonlinear parameters: third order nonlinearities, the saturation change in refractive index using the low-finesse waveguide Fabry-Perot resonators.","base experimental measurement perform er3 dope ti linbo3 optical waveguide paper present result concern evaluation nonlinear parameter third order nonlinearities saturation change refractive index use low finesse waveguide fabry perot resonator",en,1,proceedings-article,10.1117/12.378676,000086320700035,"optical waveguides, Er3+: Ti : LiNbO3, losses, attenuation coefficient, third order nonlinearities","optical waveguide er3 ti linbo3 loss attenuation coefficient third order nonlinearities",en,"NN, Puscas",NULL,"waveguide,parameter of er ti linbo waveguide,nonlinear parameter of er ti linbo,er ti,ti,saturation change in refractive index,finesse waveguide fabry perot resonator,low finesse waveguide fabry perot,nonlinear parameter third order nonlinearities,parameter,finesse waveguide,ti linbo,nonlinear parameter,er,finesse,third order,order,evaluation,near field measurement,linbo optical waveguide,linbo,parameter of er ti,fabry,order nonlinearities,experimental measurement,low finesse,nonlinearities,finesse waveguide fabry,er ti linbo,measurement,parameter third order,perot,fabry perot,paper,result,index,ti linbo waveguide,third order nonlinearities,low finesse waveguide",en
854,144807,"EVALUATING PARALLEL ARCHITECTURES FOR 2 REAL-TIME APPLICATIONS WITH 100 KHZ REPETITION RATE","evaluate parallel architecture real time application khz repetition rate",en,"In the context of Research and Development (R & D) activities for future hadron colliders, competitive implementations of real-time algorithms for feature extraction have been made on various forms of commercial pipelined and parallel architectures. The algorithms used for benchmarking serve for decision making and are of relative complexity; they are required to run with a repetition rate of 100 kHz on data sets of kilobyte size. Results are reported and discussed in detail. Among the commercially available architectures, pipelined image processing systems can compete with custom-designed architectures. General-purpose processors with systolic mesh connectivity can also be used. Massively parallel systems of the SIMD type (many processors executing the same program on different data) are less suitable in the presently marketed form.","context research development r d activity future hadron collider competitive implementation real time algorithm feature extraction have be make various form commercial pipelined parallel architectures algorithm use benchmarking serve decision making be relative complexity be require run repetition rate khz data set kilobyte size result be report discuss detail commercially available architecture pipelined image process system compete custom design architectures general purpose processor systolic mesh connectivity also be use massively parallel system simd type many processor execute same program different data be less suitable presently market form",en,26,journal-article,NULL,A1993KN08900006,pipelined;data;processors;algorithms;parallel;systems;architectures,"pipelined data processor algorithms parallel system architecture",en,"BADIER, J; BOCK, RK; BUSSON, P; CENTRO, S; CHARLOT, C; DAVIS, EW; DENES, E; GHEORGHE, A; KLEFENZ, F; KRISCHER, W; LEGRAND, I; LOURENS, W; MALECKI, P; MANNER, R; NATKANIEC, Z; NI, P; NOFFZ, KH; ODOR, G; PASCOLI, D; ZOZ, R; SOBALA, A; TAAL, A; TCHAMOV, N; THIELMANN, A; VERMEULEN, J; VESZTERGOMBI, G",NULL,"repetition rate,real time,time,algorithm,repetition,repetition rate of khz on data set,implementation of real time algorithm for feature,rate,real time algorithm for feature extraction,d activity for future hadron collider,time application with khz repetition rate,r d activity for future hadron,competitive implementation of real time algorithm,parallel architecture for real time application,real time application with khz repetition,collider competitive implementation of real time,time algorithm,set of kilobyte size result,same program on different data,processor with systolic mesh connectivity,future hadron collider competitive implementation,khz repetition,hadron,serve for decision making,data set of kilobyte,development r d activity,future hadron,khz,architecture,context of research,general purpose processor,application,data,time algorithm for feature,activity for future hadron,real time algorithm,hadron collider,time application,various form,relative complexity,available architecture,parallel system,many processor,activity,architecture for real time,application with khz repetition,feature,khz repetition rate,collider,implementation,competitive implementation,processor,repetition rate of khz,development,extraction,form,detail,image,system,custom,connectivity,simd,khz on data",en
854,145010,"PUNCHING WITH SLOPING EDGES. PART 2","punch slop edge part",en,"Reducing shearing forces is beneficial from the point of view of both energy consumption and the demands faced by some components of dies and moulds. This can be achieved by tilting the cutting edges of the die (in case of perforation) and of the cutting board (in case of cropping). This paper deals with the issue of determining the stamping and bending forces, that occur when using active elements with sloping edges. Theoretical determinations were made for perimeters of active elements with simple shapes.","reduce shear force be beneficial point view energy consumption demand face component dy mould be achieve tilt cut edge die case perforation cut board case crop paper deal issue determine stamping bending force occur use active element slop edge theoretical determination be make perimeter active element simple shape",en,5,proceedings-article,NULL,000393733400062,"punches with sloping edges, sloping-edges punching, sloping-edges shearing, punching force","punch slop edge slop edge punch slop edge shear punch force",en,"Sindila, Gheorghe; Rohan, Rodica; DM, Duse; PD, Brindasu; LD, Beju",NULL,"perimeter of active element with simple shape,active element,die in case of perforation,edge,element,point of view,component of dy,board in case,edge theoretical determination,energy consumption,bending force,edge part,case,force,demand,mould,paper,issue,stamping,shape",en
854,145012,"THE ROLE OF ERP SYSTEMS FOR EFFECTIVE DECISION IN PRODUCTION ENVIRONMENT","role erp system effective decision production environment",ja,"The subject of this research paper is current and appropriate and falls into the category of the specific concerns of modem management, to provide organizational and decision makers with performing instruments and intelligent methods such as ERP systems, for managing in time a large volume of data (on-line), required for effective business management and strengthening of the market position.","subject research paper be current appropriate fall category specific concern modem management provide organizational decision maker perform instrument intelligent method such erp system manage time large volume data line require effective business management strengthening market position",en,6,proceedings-article,NULL,000393733400058,"enterprise resource planning, effective decision-making, production management","enterprise resource planning effective decision make production management",en,"Rohan, Rodica; Sindila, Gheorghe; Rohan, Raul; DM, Duse; PD, Brindasu; LD, Beju",NULL,"decision,decision in production,system for effective decision in production environment,erp system for effective decision in production,role of erp system for effective decision,large volume of data on line,erp system,specific concern of modem management,method such as erp system,system,production,effective decision,effective business management,management,effective decision in production,research paper,decision maker,market position,intelligent method,volume,volume of data,data,decision in production environment,subject,category,instrument,time,strengthening,environment",en
854,145013,"THE IMPLEMENTATION OF INFORMATION SYSTEM IN HIGHER EDUCATION BASED ON MANAGERIAL PRINCIPLES","implementation information system high education base managerial principle",en,"The scope of this paper is to highlight the need for the development and implementation of a transparent and efficient information and communication system based on renewal and flexibility, as well as on strengthening the spirit of the academic community.","scope paper be highlight need development implementation transparent efficient information communication system base renewal flexibility as well strengthen spirit academic community",en,6,proceedings-article,NULL,000393733900041,"efficacy1, efficiency2, system informational-decisional3, performance4, competence5","efficacy1 efficiency2 system informational decisional3 performance4 competence5",en,"Rohan, Rodica; Sindila, Gheorghe; Sindila, Gabriela; DM, Duse; PD, Brindasu; LD, Beju",NULL,"implementation of information system in high education,implementation,information,system,communication system,efficient information,academic community,high education,managerial principle,education,system in high education,scope,paper,need,development,transparent,renewal,flexibility,spirit,implementation of information",en
69156,146195,"Some aspects of the piezoceramic materials utilized in sensitive hydrophones","aspect piezoceramic material utilize sensitive hydrophones",en,"This paper establishes the experimental observations of the correspondence between the characteristics of piezoceramic materials and the sensitivity of narrow-band frequency hydrophones. The hydrophones realized in the laboratory are of narrow bandwidth with high sensitivity. They can be successfully utilized in marine communication (voice communication between divers or data transmission) because they are like selective filters for the ultrasonic frequencies.","paper establish experimental observation correspondence characteristic piezoceramic material sensitivity narrow band frequency hydrophones hydrophones realize laboratory be narrow bandwidth high sensitivity be successfully utilize marine communication voice communication diver data transmission be selective filter ultrasonic frequency",en,5,proceedings-article,10.1016/s0924-4247(97)01388-5,A1997XU01400027,"hydrophones, piezoceramics","hydrophones piezoceramics",en,"T, Necsoiu; I, Chilibon; M, Robu; V, Catuneanu; A, Stan",NULL,"communication voice communication,communication,communication voice,marine communication voice communication between diver,sensitivity of narrow band frequency,narrow bandwidth with high sensitivity,voice,characteristic of piezoceramic material,marine communication,sensitivity,frequency,data transmission,experimental observation,piezoceramic material,selective filter,ultrasonic frequency,sensitive hydrophones,band,marine communication voice communication,narrow band,paper,correspondence,material,hydrophones,laboratory,diver,aspect,communication between diver,marine communication voice",en
916,146967,"E - LEARNING. AN INNOVATING CONCEPT IN HUMAN RESOURCES TRAINING","e learn innovating concept human resource training",en,"The e-learning process is coming as a real solution for human resources professional development, with fewer efforts from the stakeholders' part, including here the assigned time for study. The multiple access way on the common platform, the multidisciplinary on-line library, the possibility of watching live how to make an audit or a risk evaluation and the excellent communication assure the efficiency of the learning process, through multidisciplinary approach of one real problem/subject. The e-learning method, as a viable alternative to the classic learning methods, permits to increase the number of knowledge users and the registered students simultaneously with the decongestion of the classrooms' and laboratories' occupation degree. The main goal of e-learning training programs is to improve the future graduates' performance, in order to access key jobs within Romanian Labour Market as well as within other EU enterprises. E-learning design consists in modern IT equipment acquisition, than syllabus, books, lectures and paper converting into secure pdf. The second step was to design the web interface in order to assure an easy and secure access, without disruption, through a friendly menu. The interest links were included, too. Keywords: e-learning, knowledge database, multidisciplinary integration, transparency, common platform for learning process.","e learn process be come real solution human resource professional development few effort stakeholder part include here assigned time study multiple access way common platform multidisciplinary line library possibility watch live make audit risk evaluation excellent communication assure efficiency learning process multidisciplinary approach real problem subject e learn method viable alternative classic learning method permit increase number knowledge user registered student simultaneously decongestion classroom laboratory occupation main goal e learn training program be improve future graduate performance order access key job romanian labour market as well other eu enterprise e learn design consist modern equipment acquisition syllabus book lecture paper convert secure pdf second step be design web interface order assure easy secure access disruption friendly menu interest link be include too keywords e learn knowledge database multidisciplinary integration transparency common platform learn process",en,4,proceedings-article,NULL,000306940000088,knowledge;order;assure;secure;real;platform;common;design;access;multidisciplinary;process;learning,"knowledge order assure secure real platform common design access multidisciplinary process learning",en,"Gheorghe, Marilena; Ignatov, Madalina-Silvia; Funar Petru, Stefan; C, Rusu",NULL,"human resource,performance in order to access key job,access,resource,equipment acquisition than syllabus book lecture,key job within romanian labour market,innovating concept in human resource training,access key job within romanian labour,solution for human resource professional development,process,learning process through multidisciplinary approach,real solution for human resource,professional development with few effort,knowledge database multidisciplinary integration transparency,multidisciplinary integration transparency common platform,common platform,romanian labour,number of knowledge user,web interface in order,assigned time for study,main goal of e,secure access without disruption,labour,integration,training,order,multidisciplinary integration,multidisciplinary on line,performance in order,multiple access way,excellent communication assure,classic learning method,other eu enterprise,knowledge,job within romanian labour,platform,learning,stakeholder part,risk evaluation,training program,labour market,equipment acquisition,interest link,integration transparency,resource training,real problem,viable alternative,registered student,second step,friendly menu,concept in human resource,multidisciplinary,method,performance,market,equipment,acquisition,transparency,database,concept,database multidisciplinary integration,performance in order to access,syllabus,job,equipment acquisition than syllabus,effort,possibility,audit,efficiency,approach,decongestion,classroom,laboratory,future,key,design,book,paper,keywords,innovating,romanian labour market,human resource training",en
549,150699,"Pain management in mice using methanol extracts of three plants belongs to family Amaranthaceae","pain management mouse use methanol extract plant belong family amaranthaceae",en,NULL,none,NULL,15,journal-article,NULL,NULL,NULL,none,NULL,", Ashok; , Kumar; , Bs; , Lakshman; , Jayaveera; , Kn; , Vel; , Murgan; , Arun; , Pa; , Vinod; , Meghda; , Hegade; , Sridhar; , Sm",NULL,NULL,NULL
736,152104,"A 77-dB Dynamic Range, 7.5-MHz Hybrid Continuous-Time/Discrete-Time Cascaded ΣΔ Modulator","db dynamic range mhz hybrid continuous time discrete time cascade modulator",en,NULL,none,NULL,4,proceedings-article,NULL,NULL,NULL,none,NULL,"Scott D., Kulchycki; Roxana, Trofin; Katelijn, Vleugels; Bruce A., Wooley",NULL,NULL,NULL
736,152105,"A 77-dB Dynamic Range, 7.5-MHz Hybrid Continuous-Time/Discrete-Time","db dynamic range mhz hybrid continuous time discrete time",en,NULL,none,NULL,4,journal-article,NULL,NULL,NULL,none,NULL,"Scott D., Kulchycki; Roxana, Trofin; Katelijn, Vleugels; Bruce A., Wooley",NULL,NULL,NULL
943,152981,"Nematocerans (Diptera: Nematocera) from Piatra Craiului National Park (Romania)","nematocerans diptera nematocera piatra craiului national park romania",en,NULL,none,NULL,1,journal-article,NULL,NULL,NULL,none,NULL,"Corneliu, Parvu",NULL,NULL,NULL
943,152982,"Fungus-gnats (Diptera: Mycetophilidae) from maramures depression, at first mention in Romania","fungus gnat diptera mycetophilidae maramures depression first mention romania",en,NULL,none,NULL,1,journal-article,NULL,NULL,NULL,none,NULL,"Corneliu, Parvu",NULL,NULL,NULL
